              (-1.8933634293276864,1.8933634293276864)
              (-1.8337533000172299,1.8337533000172299)
              (-1.7736641611286070,1.7736641611286070)
              (-1.7132592546619902,1.7132592546619902)
              (-1.6527180914033610,1.6527180914033610)
              (-1.5922382296611686,1.5922382296611686)
              (-1.5320405435138886,1.5320405435138886)
              (-1.4723701299089427,1.4723701299089427)
              (-1.4135020298677290,1.4135020298677290)
              (-1.3557442125544450,1.3557442125544450)
              (-1.2994435224714769,1.2994435224714769)
              (-1.2449887542093205,1.2449887542093205)
              (-1.1928154979313541,1.1928154979313541)
              (-1.1434087888128603,1.1434087888128603)
              (-1.0973016775429765,1.0973016775429765)
              (-1.0550714930544445,1.0550714930544445)
              (-1.0173296732511579,1.0173296732511579)
            (-0.98470071080737853,0.98470071080737853)
            (-0.95779420616084521,0.95779420616084521)
            (-0.93716669953516929,0.93716669953516929)
            (-0.92327749134769876,0.92327749134769876)
            (-0.91644546961026352,0.91644546961026352)
            (-0.91681480017287764,0.91681480017287764)
            (-0.92433729740617976,0.92433729740617976)
            (-0.93877697744104549,0.93877697744104549)
            (-0.95973463475832743,0.95973463475832743)
            (-0.98668676115304343,0.98668676115304343)
              (-1.0190309613878623,1.0190309613878623)
              (-1.0561289701253649,1.0561289701253649)
              (-1.0973413056873389,1.0973413056873389)
              (-1.1420528133879388,1.1420528133879388)
              (-1.1896896479369039,1.1896896479369039)
              (-1.2397269518665415,1.2397269518665415)
              (-1.2916909270843717,1.2916909270843717)
              (-1.3451595775710314,1.3451595775710314)
              (-1.3997565330858950,1.3997565330858950)
              (-1.4551485260664516,1.4551485260664516)
              (-1.5110405338801338,1.5110405338801338)
              (-1.5671701093863748,1.5671701093863748)
              (-1.6233043492599619,1.6233043492599619)
              (-1.6792349118910412,1.6792349118910412)
              (-1.7347752495006281,1.7347752495006281)
              (-1.7897567017025804,1.7897567017025804)
              (-1.8440274897725311,1.8440274897725311)
              (-1.8974497918140236,1.8974497918140236)
              (-1.9498984165792617,1.9498984165792617)
              (-2.0012577392536075,2.0012577392536075)
              (-2.0514226658716641,2.0514226658716641)
              (-2.1002964610639459,2.1002964610639459)
              (-2.1477885635482008,2.1477885635482008)
              (-2.1938177748475729,2.1938177748475729)
              (-2.2383059866325303,2.2383059866325303)
              (-2.2811833892351570,2.2811833892351570)
              (-2.3223832518292920,2.3223832518292920)
              (-2.3618452698812824,2.3618452698812824)
              (-2.3995124922817181,2.3995124922817181)
              (-2.4353322415708094,2.4353322415708094)
              (-2.4692558768286350,2.4692558768286350)
              (-2.5012394258311832,2.5012394258311832)
              (-2.5312408849053125,2.5312408849053125)
              (-2.5592231689001639,2.5592231689001639)
              (-2.5851512375351517,2.5851512375351517)
              (-2.6089935832324915,2.6089935832324915)
              (-2.6307225757401711,2.6307225757401711)
              (-2.6503124432553240,2.6503124432553240)
              (-2.6677415384894814,2.6677415384894814)
              (-2.6829896537387530,2.6829896537387530)
              (-2.6960407791864749,2.6960407791864749)
              (-2.7068808048443289,2.7068808048443289)
              (-2.7154982913404093,2.7154982913404093)
              (-2.9894041909307609,2.9894041909307609)
              (-2.9832269891615484,2.9832269891615484)
              (-2.9747102156258203,2.9747102156258203)
              (-2.9638639096342509,2.9638639096342509)
              (-2.9507008485847375,2.9507008485847375)
              (-2.9352366869889774,2.9352366869889774)
              (-2.9174896845041194,2.9174896845041194)
              (-2.8974809734172911,2.8974809734172911)
              (-2.8752346613834487,2.8752346613834487)
              (-2.8507775128383628,2.8507775128383628)
              (-2.8241391260212181,2.8241391260212181)
              (-2.7953522922199410,2.7953522922199410)
              (-2.7644522325171783,2.7644522325171783)
              (-2.7314776343633564,2.7314776343633564)
              (-2.6964698522970085,2.6964698522970085)
              (-2.6594737386949494,2.6594737386949494)
              (-2.6205371624386151,2.6205371624386151)
              (-2.5797110485670456,2.5797110485670456)
              (-2.5370501979968973,2.5370501979968973)
              (-2.4926127159123967,2.4926127159123967)
              (-2.4464605460144528,2.4464605460144528)
              (-2.3986593424869507,2.3986593424869507)
              (-2.3492795197047820,2.3492795197047820)
              (-2.2983952012991247,2.2983952012991247)
              (-2.2460861887462067,2.2460861887462067)
              (-2.1924369672919357,2.1924369672919357)
              (-2.1375380940072928,2.1375380940072928)
              (-2.0814860363148617,2.0814860363148617)
              (-2.0243850783299444,2.0243850783299444)
              (-1.9663469074268662,1.9663469074268662)
              (-1.9074917916904925,1.9074917916904925)
              (-1.8479511006198279,1.8479511006198279)
              (-1.7878670846317108,1.7878670846317108)
              (-1.7273951066687496,1.7273951066687496)
              (-1.6667065222866255,1.6667065222866255)
              (-1.6059903427683673,1.6059903427683673)
              (-1.5454552835953934,1.5454552835953934)
              (-1.4853353857876213,1.4853353857876213)
              (-1.4258909288556378,1.4258909288556378)
              (-1.3674152084770552,1.3674152084770552)
              (-1.3102373932575275,1.3102373932575275)
              (-1.2547285730693725,1.2547285730693725)
              (-1.2013051774766785,1.2013051774766785)
              (-1.1504331957280491,1.1504331957280491)
              (-1.1026299858570532,1.1026299858570532)
              (-1.0584604901109569,1.0584604901109569)
              (-1.0185310267444501,1.0185310267444501)
            (-0.98347306514084987,0.98347306514084987)
            (-0.95391770327688064,0.95391770327688064)
            (-0.93045995405755300,0.93045995405755300)
            (-0.91361590247364088,0.91361590247364088)
            (-0.90377548983312839,0.90377548983312839)
            (-0.90116185313888131,0.90116185313888131)
            (-0.90580497012053163,0.90580497012053163)
            (-0.91753693356795718,0.91753693356795718)
            (-0.93600925368701315,0.93600925368701315)
            (-0.96073023340976571,0.96073023340976571)
            (-0.99110905705824248,0.99110905705824248)
              (-1.0265032363964679,1.0265032363964679)
              (-1.0662586159428120,1.0662586159428120)
              (-1.1097382171292867,1.1097382171292867)
              (-1.1563437048820027,1.1563437048820027)
              (-1.2055255842118995,1.2055255842118995)
              (-1.2567872271092757,1.2567872271092757)
              (-1.3096845966513768,1.3096845966513768)
              (-1.3638237806160780,1.3638237806160780)
              (-1.4188562132675104,1.4188562132675104)
              (-1.4744725123261602,1.4744725123261602)
              (-1.5304004129966793,1.5304004129966793)
              (-1.5863964246907194,1.5863964246907194)
              (-1.6422454564445550,1.6422454564445550)
              (-1.6977539923465048,1.6977539923465048)
              (-1.7527487746822845,1.7527487746822845)
              (-1.8070736759808983,1.8070736759808983)
              (-1.8605870115946319,1.8605870115946319)
              (-1.9131597606816282,1.9131597606816282)
              (-1.9646753098646355,1.9646753098646355)
              (-2.0150251429697303,2.0150251429697303)
              (-2.0641110668830049,2.0641110668830049)
              (-2.1118422762840670,2.1118422762840670)
              (-2.1581334813895321,2.1581334813895321)
              (-2.2029086165017926,2.2029086165017926)
              (-2.2460943102923454,2.2460943102923454)
              (-2.2876246793215378,2.2876246793215378)
              (-2.3274371958080775,2.3274371958080775)
              (-2.3654752770290952,2.3654752770290952)
              (-2.4016856671833100,2.4016856671833100)
              (-2.4360184771605295,2.4360184771605295)
              (-2.4684288259239344,2.4684288259239344)
              (-2.4988757135699728,2.4988757135699728)
              (-2.5273196991450120,2.5273196991450120)
              (-2.5537268888914921,2.5537268888914921)
              (-2.5780648480563526,2.5780648480563526)
              (-2.6003046586872540,2.6003046586872540)
              (-2.6204212678165284,2.6204212678165284)
              (-2.6383913092864355,2.6383913092864355)
              (-2.6541956742497823,2.6541956742497823)
              (-2.6678166712804003,2.6678166712804003)
              (-2.6792401436740083,2.6792401436740083)
              (-2.6884546268933978,2.6884546268933978)
              (-2.6954508276889464,2.6954508276889464)
              (-2.9811759085646821,2.9811759085646821)
              (-2.9733432731395433,2.9733432731395433)
              (-2.9631794750823981,2.9631794750823981)
              (-2.9506964452889628,2.9506964452889628)
              (-2.9359089738969990,2.9359089738969990)
              (-2.9188345556437718,2.9188345556437718)
              (-2.8994934771170211,2.8994934771170211)
              (-2.8779087305291160,2.8779087305291160)
              (-2.8541062360901188,2.8541062360901188)
              (-2.8281147687900909,2.8281147687900909)
              (-2.7999658362932460,2.7999658362932460)
              (-2.7696938122504040,2.7696938122504040)
              (-2.7373362356343818,2.7373362356343818)
              (-2.7029334955154387,2.7029334955154387)
              (-2.6665288710095361,2.6665288710095361)
              (-2.6281691196137498,2.6281691196137498)
              (-2.5879039061600659,2.5879039061600659)
              (-2.5457864246113275,2.5457864246113275)
              (-2.5018732280565907,2.5018732280565907)
              (-2.4562246096163576,2.4562246096163576)
              (-2.4089045461198566,2.4089045461198566)
              (-2.3599809988062894,2.3599809988062894)
              (-2.3095264567113469,2.3095264567113469)
              (-2.2576178627436798,2.2576178627436798)
              (-2.2043373172302885,2.2043373172302885)
              (-2.1497720821898421,2.1497720821898421)
              (-2.0940158894715855,2.0940158894715855)
              (-2.0371686641434272,2.0371686641434272)
              (-1.9793381721627736,1.9793381721627736)
              (-1.9206402948567616,1.9206402948567616)
              (-1.8612004426762347,1.8612004426762347)
              (-1.8011550904034286,1.8011550904034286)
              (-1.7406529599855387,1.7406529599855387)
              (-1.6798568234872309,1.6798568234872309)
              (-1.6189466533445749,1.6189466533445749)
              (-1.5581215806940827,1.5581215806940827)
              (-1.4976026491119163,1.4976026491119163)
              (-1.4376376973517548,1.4376376973517548)
              (-1.3785044317470418,1.3785044317470418)
              (-1.3205158825376087,1.3205158825376087)
              (-1.2640241744860561,1.2640241744860561)
              (-1.2094270527016169,1.2094270527016169)
              (-1.1571711814811863,1.1571711814811863)
              (-1.1077550646266130,1.1077550646266130)
              (-1.0617300082147569,1.0617300082147569)
              (-1.0196934051553026,1.0196934051553026)
            (-0.98227798768364250,0.98227798768364250)
            (-0.95013100926118899,0.95013100926118899)
            (-0.92388029575393482,0.92388029575393482)
            (-0.90409312245488271,0.90409312245488271)
            (-0.89122808033996048,0.89122808033996048)
            (-0.88558805226748016,0.88558805226748016)
            (-0.88728541630641022,0.88728541630641022)
            (-0.89622709517647736,0.89622709517647736)
            (-0.91212406925416512,0.91212406925416512)
            (-0.93452283034402528,0.93452283034402528)
            (-0.96285048252057037,0.96285048252057037)
            (-0.99646440612324461,0.99646440612324461)
              (-1.0346965721249455,1.0346965721249455)
              (-1.0768892122825187,1.0768892122825187)
              (-1.1224185693712285,1.1224185693712285)
              (-1.1707083494549364,1.1707083494549364)
              (-1.2212373069118985,1.2212373069118985)
              (-1.2735394376392370,1.2735394376392370)
              (-1.3272005808880913,1.3272005808880913)
              (-1.3818555831023238,1.3818555831023238)
              (-1.4371817836492327,1.4371817836492327)
              (-1.4928932428019530,1.4928932428019530)
              (-1.5487389540077889,1.5487389540077889)
              (-1.6044937112180633,1.6044937112180633)
              (-1.6599585763798739,1.6599585763798739)
              (-1.7149545544052673,1.7149545544052673)
              (-1.7693211001964997,1.7693211001964997)
              (-1.8229124512761994,1.8229124512761994)
              (-1.8755972596821597,1.8755972596821597)
              (-1.9272548783353955,1.9272548783353955)
              (-1.9777769012240327,1.9777769012240327)
              (-2.0270614222986372,2.0270614222986372)
              (-2.0750164962803912,2.0750164962803912)
              (-2.1215570619516253,2.1215570619516253)
              (-2.1666031643078139,2.1666031643078139)
              (-2.2100832505870751,2.2100832505870751)
              (-2.2519289054111589,2.2519289054111589)
              (-2.2920777626277733,2.2920777626277733)
              (-2.3304718042197941,2.3304718042197941)
              (-2.3670573733272029,2.3670573733272029)
              (-2.4017851519710591,2.4017851519710591)
              (-2.4346084766780334,2.4346084766780334)
              (-2.4654854658415455,2.4654854658415455)
              (-2.4943781858265259,2.4943781858265259)
              (-2.5212499707610641,2.5212499707610641)
              (-2.5460698469405436,2.5460698469405436)
              (-2.5688079865672173,2.5688079865672173)
              (-2.5894378636119915,2.5894378636119915)
              (-2.6079375416095640,2.6079375416095640)
              (-2.6242854983857664,2.6242854983857664)
              (-2.6384652626008154,2.6384652626008154)
              (-2.6504614219278229,2.6504614219278229)
              (-2.6602621513795679,2.6602621513795679)
              (-2.6678584055761827,2.6678584055761827)
              (-2.6732427019545195,2.6732427019545195)
              (-2.9706134129155299,2.9706134129155299)
              (-2.9611340505274204,2.9611340505274204)
              (-2.9493338167674801,2.9493338167674801)
              (-2.9352265255874324,2.9352265255874324)
              (-2.9188288558042417,2.9188288558042417)
              (-2.9001601348737833,2.9001601348737833)
              (-2.8792427286045363,2.8792427286045363)
              (-2.8561013626608953,2.8561013626608953)
              (-2.8307638814767628,2.8307638814767628)
              (-2.8032607625492223,2.8032607625492223)
              (-2.7736256570983495,2.7736256570983495)
              (-2.7418946220844655,2.7418946220844655)
              (-2.7081071005406652,2.7081071005406652)
              (-2.6723052313754385,2.6723052313754385)
              (-2.6345343286108611,2.6345343286108611)
              (-2.5948428151019201,2.5948428151019201)
              (-2.5532824919333983,2.5532824919333983)
              (-2.5099082915901234,2.5099082915901234)
              (-2.4647788085874875,2.4647788085874875)
              (-2.4179563600303342,2.4179563600303342)
              (-2.3695070103030065,2.3695070103030065)
              (-2.3195008618371400,2.3195008618371400)
              (-2.2680127899568343,2.2680127899568343)
              (-2.2151219663595865,2.2151219663595865)
              (-2.1609132308292818,2.1609132308292818)
              (-2.1054766012007966,2.1054766012007966)
              (-2.0489090940582413,2.0489090940582413)
              (-1.9913133946915078,1.9913133946915078)
              (-1.9328019054339776,1.9328019054339776)
              (-1.8734947565821805,1.8734947565821805)
              (-1.8135217426925636,1.8135217426925636)
              (-1.7530256227037126,1.7530256227037126)
              (-1.6921616020392365,1.6921616020392365)
              (-1.6311003332473608,1.6311003332473608)
              (-1.5700312914676382,1.5700312914676382)
              (-1.5091644704814511,1.5091644704814511)
              (-1.4487341106411853,1.4487341106411853)
              (-1.3890037495915175,1.3890037495915175)
              (-1.3302696685857291,1.3302696685857291)
              (-1.2728663200652850,1.2728663200652850)
              (-1.2171720032653826,1.2171720032653826)
              (-1.1636132801483940,1.1636132801483940)
              (-1.1126695280487100,1.1126695280487100)
              (-1.0648742414256840,1.0648742414256840)
              (-1.0208140259625347,1.0208140259625347)
            (-0.98111820235793279,0.98111820235793279)
            (-0.94644311371659640,0.94644311371659640)
            (-0.91744381927930241,0.91744381927930241)
            (-0.89473327164576821,0.89473327164576821)
            (-0.87883478529778780,0.87883478529778780)
            (-0.87013062140671404,0.87013062140671404)
            (-0.86881885145608606,0.86881885145608606)
            (-0.87488817739465530,0.87488817739465530)
            (-0.88811682275558246,0.88811682275558246)
            (-0.90809880493690986,0.90809880493690986)
            (-0.93428545148252895,0.93428545148252895)
            (-0.96603818450705825,0.96603818450705825)
              (-1.0026782857075154,1.0026782857075154)
              (-1.0435263600713587,1.0435263600713587)
              (-1.0879323190728021,1.0879323190728021)
              (-1.1352926714559313,1.1352926714559313)
              (-1.1850595568589415,1.1850595568589415)
              (-1.2367425564448760,1.2367425564448760)
              (-1.2899066638878944,1.2899066638878944)
              (-1.3441683633712069,1.3441683633712069)
              (-1.3991895518407471,1.3991895518407471)
              (-1.4546732675638037,1.4546732675638037)
              (-1.5103558609529353,1.5103558609529353)
              (-1.5660055585063033,1.5660055585063033)
              (-1.6214152792009191,1.6214152792009191)
              (-1.6764011676879762,1.6764011676879762)
              (-1.7307971382941594,1.7307971382941594)
              (-1.7844549004708610,1.7844549004708610)
              (-1.8372391059325388,1.8372391059325388)
              (-1.8890269721635167,1.8890269721635167)
              (-1.9397064773704584,1.9397064773704584)
              (-1.9891767215151894,1.9891767215151894)
              (-2.0373419282330882,2.0373419282330882)
              (-2.0841166134943072,2.0841166134943072)
              (-2.1294209531988226,2.1294209531988226)
              (-2.1731796882974459,2.1731796882974459)
              (-2.2153261250024325,2.2153261250024325)
              (-2.2557961661123778,2.2557961661123778)
              (-2.2945311876597616,2.2945311876597616)
              (-2.3314774860883691,2.3314774860883691)
              (-2.3665844991784390,2.3665844991784390)
              (-2.3998059357029526,2.3998059357029526)
              (-2.4310993353554484,2.4310993353554484)
              (-2.4604249235675639,2.4604249235675639)
              (-2.4877481352868300,2.4877481352868300)
              (-2.5130350392846506,2.5130350392846506)
              (-2.5362575719134406,2.5362575719134406)
              (-2.5573882694369496,2.5573882694369496)
              (-2.5764035453080685,2.5764035453080685)
              (-2.5932833552597403,2.5932833552597403)
              (-2.6080094030312124,2.6080094030312124)
              (-2.6205669325332854,2.6205669325332854)
              (-2.6309430914098177,2.6309430914098177)
              (-2.6391285042996238,2.6391285042996238)
              (-2.6451158037606071,2.6451158037606071)
              (-2.6489002610328112,2.6489002610328112)
              (-2.9577292116502796,2.9577292116502796)
              (-2.9466139287052440,2.9466139287052440)
              (-2.9331898232949305,2.9331898232949305)
              (-2.9174725877824086,2.9174725877824086)
              (-2.8994808985079041,2.8994808985079041)
              (-2.8792357890410742,2.8792357890410742)
              (-2.8567615761917442,2.8567615761917442)
              (-2.8320848277691026,2.8320848277691026)
              (-2.8052352437548813,2.8052352437548813)
              (-2.7762451738356231,2.7762451738356231)
              (-2.7451498631166142,2.7451498631166142)
              (-2.7119875235484896,2.7119875235484896)
              (-2.6767991282759991,2.6767991282759991)
              (-2.6396287976265422,2.6396287976265422)
              (-2.6005236259354838,2.6005236259354838)
              (-2.5595338793096891,2.5595338793096891)
              (-2.5167131886570147,2.5167131886570147)
              (-2.4721183247739802,2.4721183247739802)
              (-2.4258098803280355,2.4258098803280355)
              (-2.3778520736881266,2.3778520736881266)
              (-2.3283131052790402,2.3283131052790402)
              (-2.2772651885751323,2.2772651885751323)
              (-2.2247853471390333,2.2247853471390333)
              (-2.1709553946416311,2.1709553946416311)
              (-2.1158625150988799,2.1158625150988799)
              (-2.0595997487582043,2.0595997487582043)
              (-2.0022668598765700,2.0022668598765700)
              (-1.9439708475662865,1.9439708475662865)
              (-1.8848271437772917,1.8848271437772917)
              (-1.8249606138805541,1.8249606138805541)
